Date,Fear Greed,Put Call,VIX
2020-12-10,50.0,0.5,22.52
2020-12-11,50.0,0.5,23.31
2020-12-14,50.0,0.51,24.72
2020-12-15,50.0,0.53,22.89
2020-12-16,50.0,0.52,22.5
2020-12-17,50.0,0.5,21.93
2020-12-18,50.0,0.51,21.57
2020-12-21,50.0,0.52,25.16
2020-12-22,50.0,0.51,24.23
2020-12-23,50.0,0.52,23.31
2020-12-24,50.0,0.54,21.53
2020-12-28,50.0,0.54,21.7
2020-12-29,50.0,0.55,23.08
2020-12-30,50.0,0.56,22.77
2020-12-31,50.0,0.58,22.75
2021-01-04,50.0,0.59,26.97
2021-01-05,50.0,0.59,25.34
2021-01-06,50.0,0.58,25.07
2021-01-07,50.0,0.57,22.37
2021-01-08,50.0,0.56,21.56
2021-01-11,50.0,0.55,24.08
2021-01-12,50.0,0.53,23.33
2021-01-13,50.0,0.52,22.21
2021-01-14,50.0,0.51,23.25
2021-01-15,50.0,0.52,24.34
2021-01-19,50.0,0.51,23.24
2021-01-20,50.0,0.52,21.58
2021-01-21,50.0,0.52,21.32
2021-01-22,68.0,0.53,21.91
2021-01-25,69.0,0.51,23.19
2021-01-26,67.0,0.49,23.02
2021-01-27,28.0,0.49,37.21
2021-01-28,52.0,0.48,30.21
2021-01-29,40.0,0.51,33.09
2021-02-01,43.0,0.51,30.24
2021-02-02,60.0,0.52,25.56
2021-02-03,59.0,0.53,22.91
2021-02-04,61.0,0.53,21.77
2021-02-05,68.0,0.51,20.87
2021-02-08,72.0,0.5,21.24
2021-02-09,75.0,0.48,21.63
2021-02-10,75.0,0.47,21.99
2021-02-11,76.0,0.46,21.25
2021-02-12,77.0,0.46,19.97
2021-02-16,73.0,0.47,21.46
2021-02-17,70.0,0.48,21.5
2021-02-18,62.0,0.5,22.49
2021-02-19,56.0,0.52,22.05
2021-02-22,52.0,0.53,23.45
2021-02-23,50.0,0.55,23.11
2021-02-24,63.0,0.54,21.34
2021-02-25,46.0,0.55,28.89
2021-02-26,53.0,0.58,27.95
2021-03-01,58.0,0.58,23.35
2021-03-02,50.0,0.57,24.1
2021-03-03,43.0,0.6,26.67
2021-03-04,37.0,0.61,28.57
2021-03-05,41.0,0.62,24.66
2021-03-08,39.0,0.63,25.47
2021-03-09,43.0,0.63,24.03
2021-03-10,45.0,0.62,22.56
2021-03-11,50.0,0.59,21.91
2021-03-12,53.0,0.55,20.69
2021-03-15,56.0,0.53,20.03
2021-03-16,54.0,0.54,19.79
2021-03-17,57.0,0.55,19.23
2021-03-18,52.0,0.55,21.58
2021-03-19,50.0,0.57,20.95
2021-03-22,50.0,0.58,18.88
2021-03-23,41.0,0.6,20.3
2021-03-24,37.0,0.63,21.2
2021-03-25,37.0,0.66,19.81
2021-03-26,37.0,0.68,18.86
2021-03-29,39.0,0.7,20.74
2021-03-30,42.0,0.69,19.61
2021-03-31,44.0,0.66,19.4
2021-04-01,46.0,0.63,17.33
2021-04-05,54.0,0.58,17.91
2021-04-06,53.0,0.56,18.12
2021-04-07,52.0,0.54,17.16
2021-04-08,48.0,0.54,16.95
2021-04-09,47.0,0.54,16.69
2021-04-12,43.0,0.55,16.91
2021-04-13,43.0,0.54,16.65
2021-04-14,39.0,0.54,16.99
2021-04-15,47.0,0.54,16.57
2021-04-16,51.0,0.54,16.25
2021-04-19,45.0,0.56,17.29
2021-04-20,42.0,0.59,18.68
2021-04-21,49.0,0.6,17.5
2021-04-22,46.0,0.61,18.71
2021-04-23,47.0,0.62,17.33
2021-04-26,50.0,0.59,17.64
2021-04-27,54.0,0.57,17.56
2021-04-28,52.0,0.56,17.28
2021-04-29,56.0,0.56,17.61
2021-04-30,46.0,0.57,18.61
2021-05-03,47.0,0.59,18.31
2021-05-04,43.0,0.61,19.48
2021-05-05,43.0,0.62,19.15
2021-05-06,43.0,0.64,18.39
2021-05-07,48.0,0.62,16.69
2021-05-10,44.0,0.64,19.66
2021-05-11,42.0,0.64,21.84
2021-05-12,26.0,0.69,27.59
2021-05-13,34.0,0.7,23.13
2021-05-14,35.0,0.71,18.81
2021-05-17,36.0,0.7,19.72
2021-05-18,34.0,0.68,21.34
2021-05-19,32.0,0.66,22.18
2021-05-20,32.0,0.63,20.67
2021-05-21,29.0,0.62,20.15
2021-05-24,29.0,0.62,18.4
2021-05-25,26.0,0.63,18.84
2021-05-26,28.0,0.58,17.36
2021-05-27,30.0,0.56,16.74
2021-05-28,31.0,0.54,16.76
2021-06-01,35.0,0.52,17.9
2021-06-02,42.0,0.49,17.48
2021-06-03,40.0,0.49,18.04
2021-06-04,41.0,0.5,16.42
2021-06-07,44.0,0.48,16.42
2021-06-08,46.0,0.47,17.07
2021-06-09,48.0,0.46,17.89
2021-06-10,48.0,0.47,16.1
2021-06-11,51.0,0.46,15.65
2021-06-14,54.0,0.47,16.39
2021-06-15,52.0,0.49,17.02
2021-06-16,44.0,0.53,18.15
2021-06-17,42.0,0.53,17.75
2021-06-18,31.0,0.56,20.7
2021-06-21,32.0,0.57,17.89
2021-06-22,32.0,0.58,16.66
2021-06-23,33.0,0.56,16.32
2021-06-24,36.0,0.55,15.97
2021-06-25,41.0,0.52,15.62
2021-06-28,41.0,0.5,15.76
2021-06-29,39.0,0.49,16.02
2021-06-30,38.0,0.49,15.83
2021-07-01,38.0,0.5,15.48
2021-07-02,38.0,0.51,15.07
2021-07-06,33.0,0.54,16.44
2021-07-07,33.0,0.55,16.2
2021-07-08,26.0,0.59,19.0
2021-07-09,31.0,0.6,16.18
2021-07-12,31.0,0.59,16.17
2021-07-13,31.0,0.59,17.12
2021-07-14,29.0,0.59,16.33
2021-07-15,27.0,0.6,17.01
2021-07-16,26.0,0.64,18.45
2021-07-19,8.0,0.69,22.5
2021-07-20,20.0,0.69,19.73
2021-07-21,24.0,0.68,17.91
2021-07-22,24.0,0.66,17.69
2021-07-23,28.0,0.64,17.2
2021-07-26,30.0,0.59,17.58
2021-07-27,27.0,0.62,19.36
2021-07-28,27.0,0.61,18.31
2021-07-29,29.0,0.6,17.7
2021-07-30,25.0,0.61,18.24
2021-08-02,25.0,0.61,19.46
2021-08-03,29.0,0.59,18.04
2021-08-04,28.0,0.59,17.97
2021-08-05,29.0,0.59,17.28
2021-08-06,31.0,0.57,16.15
2021-08-09,32.0,0.57,16.72
2021-08-10,34.0,0.55,16.79
2021-08-11,37.0,0.55,16.06
2021-08-12,43.0,0.56,15.59
2021-08-13,47.0,0.56,15.45
2021-08-16,44.0,0.57,16.12
2021-08-17,31.0,0.6,17.91
2021-08-18,18.0,0.61,21.57
2021-08-19,14.0,0.65,21.67
2021-08-20,23.0,0.67,18.56
2021-08-23,30.0,0.66,17.15
2021-08-24,34.0,0.62,17.22
2021-08-25,36.0,0.6,16.79
2021-08-26,36.0,0.57,18.84
2021-08-27,47.0,0.55,16.39
2021-08-30,47.0,0.54,16.19
2021-08-31,47.0,0.56,16.48
2021-09-01,43.0,0.56,16.11
2021-09-02,44.0,0.53,16.41
2021-09-03,44.0,0.53,16.41
2021-09-07,41.0,0.53,18.14
2021-09-08,38.0,0.54,17.96
2021-09-09,33.0,0.54,18.8
2021-09-10,20.0,0.58,20.95
2021-09-13,28.0,0.59,19.37
2021-09-14,24.0,0.62,19.46
2021-09-15,31.0,0.62,18.18
2021-09-16,31.0,0.63,18.69
2021-09-17,17.0,0.63,20.81
2021-09-20,11.0,0.67,25.71
2021-09-21,11.0,0.67,24.36
2021-09-22,20.0,0.67,20.87
2021-09-23,24.0,0.67,18.63
2021-09-24,23.0,0.68,17.75
2021-09-27,24.0,0.62,18.76
2021-09-28,12.0,0.64,23.25
2021-09-29,12.0,0.65,22.56
2021-09-30,9.0,0.68,23.14
2021-10-01,18.0,0.69,21.15
2021-10-04,9.0,0.71,22.96
2021-10-05,18.0,0.69,21.3
2021-10-06,20.0,0.69,21.0
2021-10-07,24.0,0.68,19.54
2021-10-08,25.0,0.67,18.77
2021-10-11,25.0,0.67,20.0
2021-10-12,22.0,0.67,19.85
2021-10-13,24.0,0.65,18.64
2021-10-14,31.0,0.65,16.86
2021-10-15,43.0,0.63,16.3
2021-10-18,46.0,0.6,16.31
2021-10-19,53.0,0.57,15.7
2021-10-20,56.0,0.55,15.49
2021-10-21,60.0,0.53,15.01
2021-10-22,59.0,0.53,15.43
2021-10-25,62.0,0.52,15.24
2021-10-26,63.0,0.53,15.98
2021-10-27,58.0,0.54,16.98
2021-10-28,64.0,0.53,16.53
2021-10-29,65.0,0.53,16.26
2021-11-01,66.0,0.52,16.41
2021-11-02,68.0,0.51,16.03
2021-11-03,72.0,0.48,15.1
2021-11-04,72.0,0.48,15.44
2021-11-05,73.0,0.47,16.48
2021-11-08,74.0,0.46,17.22
2021-11-09,77.0,0.46,17.78
2021-11-10,73.0,0.49,18.73
2021-11-11,72.0,0.5,17.66
2021-11-12,74.0,0.49,16.29
2021-11-15,71.0,0.51,16.49
2021-11-16,72.0,0.51,16.37
2021-11-17,69.0,0.49,17.11
2021-11-18,70.0,0.49,17.59
2021-11-19,62.0,0.51,17.91
2021-11-22,60.0,0.53,19.17
2021-11-23,60.0,0.57,19.38
2021-11-24,56.0,0.6,18.58
2021-11-26,31.0,0.66,28.62
2021-11-29,38.0,0.67,22.96
2021-11-30,24.0,0.69,27.19
2021-12-01,25.0,0.7,31.12
2021-12-02,22.0,0.73,27.95
2021-12-03,20.0,0.76,30.67
2021-12-06,21.0,0.77,27.18
2021-12-07,37.0,0.76,21.89
2021-12-08,41.0,0.73,19.9
2021-12-09,36.0,0.71,21.58
2021-12-10,42.0,0.65,18.69
2021-12-13,35.0,0.65,20.31
2021-12-14,31.0,0.67,21.89
2021-12-15,37.0,0.7,19.29
2021-12-16,33.0,0.68,20.57
2021-12-17,32.0,0.69,21.57
2021-12-20,29.0,0.69,22.87
2021-12-21,34.0,0.66,21.01
2021-12-22,39.0,0.64,18.63
2021-12-23,50.0,0.62,17.96
2021-12-27,56.0,0.59,17.68
2021-12-28,62.0,0.56,17.54
2021-12-29,64.0,0.57,16.95
2021-12-30,63.0,0.57,17.33
2021-12-31,62.0,0.59,17.22
2022-01-03,65.0,0.58,16.6
2022-01-04,64.0,0.58,16.91
2022-01-05,51.0,0.6,19.73
2022-01-06,52.0,0.62,19.61
2022-01-07,49.0,0.64,18.76
2022-01-10,51.0,0.68,19.4
2022-01-11,56.0,0.68,18.41
2022-01-12,55.0,0.66,17.62
2022-01-13,52.0,0.66,20.31
2022-01-14,55.0,0.69,19.19
2022-01-18,53.0,0.7,22.79
2022-01-19,44.0,0.73,23.85
2022-01-20,39.0,0.78,25.59
2022-01-21,26.0,0.85,28.85
2022-01-24,23.0,0.88,29.9
2022-01-25,20.0,0.88,31.16
2022-01-26,19.0,0.89,31.96
2022-01-27,18.0,0.9,30.49
2022-01-28,23.0,0.88,27.66
2022-01-31,29.0,0.84,24.83
2022-02-01,30.0,0.82,21.96
2022-02-02,28.0,0.82,22.09
2022-02-03,26.0,0.82,24.35
2022-02-04,27.0,0.78,23.22
2022-02-07,27.0,0.76,22.86
2022-02-08,28.0,0.77,21.44
2022-02-09,32.0,0.75,19.96
2022-02-10,33.0,0.72,23.91
2022-02-11,28.0,0.76,27.36
2022-02-14,25.0,0.81,28.33
2022-02-15,29.0,0.81,25.7
2022-02-16,32.0,0.83,24.29
2022-02-17,32.0,0.85,28.11
2022-02-18,29.0,0.87,27.75
2022-02-22,28.0,0.86,28.81
2022-02-23,18.0,0.89,31.02
2022-02-24,21.0,0.93,30.32
2022-02-25,28.0,0.92,27.59
2022-02-28,25.0,0.88,30.15
2022-03-01,22.0,0.86,33.32
2022-03-02,17.0,0.83,30.74
2022-03-03,21.0,0.8,30.48
2022-03-04,18.0,0.82,31.98
2022-03-07,16.0,0.82,36.45
2022-03-08,16.0,0.81,35.13
2022-03-09,18.0,0.81,32.45
2022-03-10,17.0,0.82,30.23
2022-03-11,19.0,0.82,30.75
2022-03-14,17.0,0.86,31.77
2022-03-15,21.0,0.89,29.83
2022-03-16,25.0,0.89,26.67
2022-03-17,33.0,0.87,25.67
2022-03-18,38.0,0.82,23.87
2022-03-21,40.0,0.76,23.53
2022-03-22,44.0,0.71,22.94
2022-03-23,45.0,0.68,23.57
2022-03-24,46.0,0.65,21.67
2022-03-25,49.0,0.66,20.81
2022-03-28,51.0,0.66,19.63
2022-03-29,52.0,0.64,18.9
2022-03-30,52.0,0.65,19.33
2022-03-31,59.0,0.68,20.56
2022-04-01,59.0,0.69,19.63
2022-04-04,61.0,0.68,18.57
2022-04-05,47.0,0.71,21.03
2022-04-06,46.0,0.74,22.1
2022-04-07,46.0,0.74,21.55
2022-04-08,46.0,0.74,21.16
2022-04-11,43.0,0.79,24.37
2022-04-12,42.0,0.78,24.26
2022-04-13,41.0,0.74,21.82
2022-04-14,39.0,0.74,22.7
2022-04-18,37.0,0.74,22.17
2022-04-19,39.0,0.71,21.37
2022-04-20,43.0,0.72,20.32
2022-04-21,38.0,0.77,22.68
2022-04-22,31.0,0.82,28.21
2022-04-25,29.0,0.86,27.02
2022-04-26,17.0,0.9,33.52
2022-04-27,16.0,0.93,31.6
2022-04-28,24.0,0.94,29.99
2022-04-29,14.0,0.92,33.4
2022-05-02,13.0,0.93,32.34
2022-05-03,30.0,0.9,29.25
2022-05-04,22.0,0.88,25.42
2022-05-05,13.0,0.88,31.2
2022-05-06,12.0,0.87,30.19
2022-05-09,8.0,0.89,34.75
2022-05-10,7.0,0.92,32.99
2022-05-11,4.0,0.96,32.56
2022-05-12,3.0,0.98,31.77
2022-05-13,11.0,0.95,28.87
2022-05-16,11.0,0.9,27.47
2022-05-17,15.0,0.88,26.1
2022-05-18,6.0,0.89,30.96
2022-05-19,13.0,0.89,29.35
2022-05-20,12.0,0.93,29.43
2022-05-23,17.0,0.93,28.48
2022-05-24,16.0,0.95,29.45
2022-05-25,17.0,0.91,28.37
2022-05-26,24.0,0.88,27.5
2022-05-27,29.0,0.82,25.72
2022-05-31,40.0,0.82,26.19
2022-06-01,40.0,0.81,25.69
2022-06-02,44.0,0.8,24.72
2022-06-03,35.0,0.82,24.79
2022-06-06,42.0,0.82,25.07
2022-06-07,45.0,0.82,24.02
2022-06-08,48.0,0.78,23.96
2022-06-09,47.0,0.79,26.09
2022-06-10,40.0,0.85,27.75
2022-06-13,25.0,0.95,34.02
2022-06-14,20.0,1.0,32.69
2022-06-15,29.0,1.03,29.62
2022-06-16,17.0,1.1,32.95
2022-06-17,16.0,1.05,31.13
2022-06-21,19.0,0.95,30.19
2022-06-22,26.0,0.93,28.95
2022-06-23,26.0,0.93,29.05
2022-06-24,30.0,0.85,27.23
2022-06-27,30.0,0.82,26.95
2022-06-28,28.0,0.84,28.36
2022-06-29,26.0,0.85,28.16
2022-06-30,24.0,0.87,28.71
2022-07-01,24.0,0.89,26.7
2022-07-05,22.0,0.9,27.54
2022-07-06,22.0,0.89,26.73
2022-07-07,27.0,0.84,26.08
2022-07-08,31.0,0.81,24.64
2022-07-11,30.0,0.83,26.17
2022-07-12,30.0,0.85,27.29
2022-07-13,27.0,0.9,26.82
2022-07-14,26.0,0.94,26.4
2022-07-15,33.0,0.94,24.23
2022-07-18,35.0,0.9,25.3
2022-07-19,39.0,0.88,24.5
2022-07-20,44.0,0.84,23.88
2022-07-21,48.0,0.8,23.11
2022-07-22,42.0,0.83,23.03
2022-07-25,42.0,0.87,23.36
2022-07-26,42.0,0.89,24.69
2022-07-27,46.0,0.91,23.24
2022-07-28,48.0,0.92,22.33
2022-07-29,52.0,0.89,21.33
2022-08-01,59.0,0.87,22.84
2022-08-02,57.0,0.84,23.93
2022-08-03,60.0,0.81,21.95
2022-08-04,61.0,0.78,21.44
2022-08-05,63.0,0.79,21.15
2022-08-08,64.0,0.76,21.29
2022-08-09,64.0,0.77,21.77
2022-08-10,65.0,0.78,19.74
2022-08-11,65.0,0.78,20.2
2022-08-12,68.0,0.77,19.53
2022-08-15,66.0,0.77,19.95
2022-08-16,67.0,0.74,19.69
2022-08-17,67.0,0.74,19.9
2022-08-18,66.0,0.77,19.56
2022-08-19,63.0,0.81,20.6
2022-08-22,60.0,0.86,23.8
2022-08-23,57.0,0.88,24.11
2022-08-24,57.0,0.88,22.82
2022-08-25,58.0,0.87,21.78
2022-08-26,55.0,0.86,25.56
2022-08-29,54.0,0.86,26.21
2022-08-30,49.0,0.89,26.21
2022-08-31,52.0,0.93,25.87
2022-09-01,49.0,0.98,25.56
2022-09-02,42.0,0.99,25.47
2022-09-06,40.0,1.01,26.91
2022-09-07,39.0,1.01,24.64
2022-09-08,40.0,0.98,23.61
2022-09-09,43.0,0.94,22.79
2022-09-12,47.0,0.91,23.87
2022-09-13,36.0,0.92,27.27
2022-09-14,41.0,0.94,26.16
2022-09-15,40.0,0.94,26.27
2022-09-16,35.0,1.01,26.3
2022-09-19,36.0,1.04,25.76
2022-09-20,36.0,1.0,27.16
2022-09-21,27.0,0.98,27.99
2022-09-22,24.0,1.01,27.35
2022-09-23,21.0,1.03,29.92
2022-09-26,17.0,1.06,32.26
2022-09-27,16.0,1.08,32.6
2022-09-28,17.0,1.11,30.18
2022-09-29,13.0,1.1,31.84
2022-09-30,16.0,1.05,31.62
2022-10-03,20.0,1.02,30.1
2022-10-04,27.0,0.97,29.07
2022-10-05,29.0,0.96,28.55
2022-10-06,23.0,0.93,30.52
2022-10-07,19.0,0.92,31.36
2022-10-10,19.0,0.96,32.45
2022-10-11,16.0,0.98,33.63
2022-10-12,15.0,0.99,33.57
2022-10-13,19.0,1.01,31.94
2022-10-14,16.0,1.01,32.02
2022-10-17,23.0,0.98,31.37
2022-10-18,28.0,0.97,30.5
2022-10-19,29.0,0.97,30.76
2022-10-20,39.0,0.95,29.98
2022-10-21,43.0,0.94,29.69
2022-10-24,47.0,0.93,29.85
2022-10-25,51.0,0.9,28.46
2022-10-26,53.0,0.87,27.28
2022-10-27,54.0,0.88,27.39
2022-10-28,57.0,0.89,25.75
2022-10-31,64.0,0.87,25.88
2022-11-01,63.0,0.87,25.81
2022-11-02,55.0,0.9,25.86
2022-11-03,55.0,0.9,25.3
2022-11-04,56.0,0.9,24.55
2022-11-07,59.0,0.89,24.35
2022-11-08,57.0,0.97,25.54
2022-11-09,54.0,0.96,26.09
2022-11-10,60.0,0.92,23.53
2022-11-11,63.0,0.88,22.52
2022-11-14,62.0,0.9,23.73
2022-11-15,66.0,0.82,24.54
2022-11-16,65.0,0.83,24.11
2022-11-17,61.0,0.85,23.93
2022-11-18,60.0,0.88,23.12
2022-11-21,60.0,0.86,22.36
2022-11-22,60.0,0.93,21.29
2022-11-23,64.0,0.89,20.35
2022-11-25,63.0,0.87,20.5
2022-11-28,59.0,0.89,22.21
2022-11-29,58.0,0.91,21.89
2022-11-30,73.0,0.88,20.58
2022-12-01,75.0,0.86,19.84
2022-12-02,68.0,0.87,19.06
2022-12-05,65.0,0.85,20.75
2022-12-06,61.0,0.87,22.17
2022-12-07,58.0,0.91,22.68
2022-12-08,55.0,0.92,22.29
2022-12-09,52.0,0.96,22.83
2022-12-12,57.0,0.94,25.0
2022-12-13,59.0,0.91,22.55
2022-12-14,60.0,0.89,21.14
2022-12-15,60.0,0.92,22.83
2022-12-16,44.0,0.95,22.62
2022-12-19,39.0,1.0,22.42
2022-12-20,38.0,1.01,21.48
2022-12-21,38.0,1.08,20.07
2022-12-22,37.0,1.1,21.97
2022-12-23,39.0,1.06,20.87
2022-12-27,39.0,1.06,21.65
2022-12-28,35.0,1.21,22.14
2022-12-29,37.0,1.13,21.44
2022-12-30,36.0,1.1,21.67
2023-01-03,36.0,1.1,22.9
2023-01-04,39.0,1.14,22.01
2023-01-05,44.0,1.02,22.46
2023-01-06,45.0,1.01,21.13
2023-01-09,47.0,1.0,21.97
2023-01-10,49.0,1.0,20.58
2023-01-11,54.0,0.98,21.09
2023-01-12,56.0,0.95,18.83
2023-01-13,61.0,0.94,18.35
2023-01-17,64.0,0.92,19.36
2023-01-18,58.0,0.97,20.34
2023-01-19,55.0,0.97,20.52
2023-01-20,58.0,0.95,19.85
2023-01-23,63.0,0.94,19.81
2023-01-24,63.0,0.95,19.2
2023-01-25,63.0,0.9,19.08
2023-01-26,68.0,0.87,18.73
2023-01-27,69.0,0.85,18.51
2023-01-30,67.0,0.85,19.94
2023-01-31,70.0,0.85,19.4
2023-02-01,82.0,0.82,17.87
2023-02-02,75.0,0.79,18.73
2023-02-03,76.0,0.81,18.33
2023-02-06,75.0,0.8,19.43
2023-02-07,76.0,0.79,18.66
2023-02-08,74.0,0.78,19.63
2023-02-09,72.0,0.8,20.71
2023-02-10,72.0,0.84,20.53
2023-02-13,71.0,0.86,20.34
2023-02-14,73.0,0.87,18.91
2023-02-15,73.0,0.87,18.23
2023-02-16,70.0,0.88,20.17
2023-02-17,69.0,0.87,20.02
2023-02-21,65.0,0.88,22.87
2023-02-22,64.0,0.89,22.29
2023-02-23,62.0,0.92,21.14
2023-02-24,60.0,0.95,21.67
2023-02-27,61.0,0.96,20.95
2023-02-28,61.0,0.94,20.7
2023-03-01,65.0,0.96,20.58
2023-03-02,52.0,0.97,19.59
2023-03-03,55.0,0.95,18.49
2023-03-06,55.0,0.95,18.61
2023-03-07,48.0,0.99,19.59
2023-03-08,49.0,1.01,19.11
2023-03-09,37.0,1.03,22.61
2023-03-10,26.0,1.11,24.8
2023-03-13,23.0,1.14,26.52
2023-03-14,25.0,1.14,23.73
2023-03-15,22.0,1.16,26.14
2023-03-16,32.0,1.12,22.99
2023-03-17,27.0,1.04,25.51
2023-03-20,30.0,1.0,24.15
2023-03-21,43.0,0.96,21.38
2023-03-22,41.0,0.9,22.26
2023-03-23,38.0,0.94,22.61
2023-03-24,37.0,0.97,21.74
2023-03-27,40.0,0.96,20.6
2023-03-28,39.0,0.96,19.97
2023-03-29,41.0,0.97,19.12
2023-03-30,45.0,0.91,19.02
2023-03-31,49.0,0.88,18.7
2023-04-03,61.0,0.88,18.55
2023-04-04,50.0,0.92,19.0
2023-04-05,52.0,0.9,19.08
2023-04-06,55.0,0.91,18.4
2023-04-10,57.0,0.91,18.97
2023-04-11,58.0,0.89,19.1
2023-04-12,60.0,0.85,19.09
2023-04-13,63.0,0.85,17.8
2023-04-14,65.0,0.85,17.07
2023-04-17,67.0,0.85,16.95
2023-04-18,65.0,0.86,16.83
2023-04-19,67.0,0.88,16.46
2023-04-20,64.0,0.91,17.17
2023-04-21,63.0,0.9,16.77
2023-04-24,63.0,0.9,16.89
2023-04-25,57.0,0.93,18.76
2023-04-26,52.0,0.96,18.84
2023-04-27,58.0,0.93,17.03
2023-04-28,59.0,0.94,15.78
2023-05-01,59.0,0.96,16.08
2023-05-02,55.0,0.95,17.78
2023-05-03,54.0,0.93,18.34
2023-05-04,49.0,0.97,20.09
2023-05-05,53.0,0.96,17.19
2023-05-08,57.0,0.96,16.98
2023-05-09,59.0,0.93,17.71
2023-05-10,59.0,0.91,16.94
2023-05-11,59.0,0.88,16.93
2023-05-12,57.0,0.87,17.03
2023-05-15,57.0,0.87,17.12
2023-05-16,55.0,0.88,17.99
2023-05-17,60.0,0.88,16.87
2023-05-18,64.0,0.88,16.05
2023-05-19,65.0,0.88,16.81
2023-05-22,67.0,0.87,17.21
2023-05-23,65.0,0.85,18.53
2023-05-24,61.0,0.87,20.03
2023-05-25,62.0,0.86,19.14
2023-05-26,65.0,0.84,17.95
2023-05-30,66.0,0.83,17.46
2023-05-31,64.0,0.84,17.94
2023-06-01,68.0,0.78,15.65
2023-06-02,75.0,0.76,14.6
2023-06-05,69.0,0.78,14.73
2023-06-06,73.0,0.76,13.96
2023-06-07,74.0,0.74,13.94
2023-06-08,75.0,0.74,13.65
2023-06-09,76.0,0.74,13.83
2023-06-12,78.0,0.72,15.01
2023-06-13,79.0,0.72,14.61
2023-06-14,79.0,0.73,13.88
2023-06-15,80.0,0.71,14.5
2023-06-16,81.0,0.7,13.54
2023-06-20,80.0,0.72,13.88
2023-06-21,80.0,0.74,13.2
2023-06-22,80.0,0.74,12.91
2023-06-23,75.0,0.76,13.44
2023-06-26,73.0,0.78,14.25
2023-06-27,75.0,0.78,13.74
2023-06-28,76.0,0.78,13.43
2023-06-29,79.0,0.77,13.54
2023-06-30,79.0,0.75,13.59
2023-07-03,82.0,0.73,13.57
2023-07-05,79.0,0.75,14.18
2023-07-06,77.0,0.76,15.44
2023-07-07,77.0,0.75,14.83
2023-07-10,76.0,0.74,15.07
2023-07-11,78.0,0.73,14.84
2023-07-12,78.0,0.7,13.54
2023-07-13,79.0,0.67,13.61
2023-07-14,79.0,0.66,13.34
2023-07-17,80.0,0.66,13.48
2023-07-18,81.0,0.67,13.3
2023-07-19,82.0,0.65,13.76
2023-07-20,80.0,0.67,13.99
2023-07-21,81.0,0.69,13.6
2023-07-24,82.0,0.71,13.91
2023-07-25,81.0,0.74,13.86
2023-07-26,80.0,0.77,13.19
2023-07-27,77.0,0.78,14.41
2023-07-28,76.0,0.78,13.33
2023-07-31,77.0,0.77,13.63
2023-08-01,77.0,0.77,13.93
2023-08-02,77.0,0.79,16.09
2023-08-03,73.0,0.8,15.92
2023-08-04,64.0,0.81,17.1
2023-08-07,72.0,0.84,15.77
2023-08-08,69.0,0.86,15.99
2023-08-09,67.0,0.86,15.96
2023-08-10,66.0,0.86,15.85
2023-08-11,65.0,0.88,14.84
2023-08-14,66.0,0.88,14.82
2023-08-15,54.0,0.9,16.46
2023-08-16,49.0,0.95,16.78
2023-08-17,46.0,0.98,17.89
2023-08-18,43.0,1.0,17.3
2023-08-21,43.0,1.0,17.13
2023-08-22,43.0,0.97,16.97
2023-08-23,50.0,0.95,15.98
2023-08-24,40.0,0.94,17.2
2023-08-25,47.0,0.93,15.68
2023-08-28,45.0,0.96,15.08
2023-08-29,49.0,0.96,14.45
2023-08-30,50.0,0.95,13.88
2023-08-31,52.0,0.92,13.57
2023-09-01,55.0,0.89,13.09
2023-09-05,59.0,0.88,14.01
2023-09-06,56.0,0.91,14.45
2023-09-07,53.0,0.92,14.4
2023-09-08,51.0,0.93,13.84
2023-09-11,52.0,0.92,13.8
2023-09-12,51.0,0.93,14.23
2023-09-13,51.0,0.94,13.48
2023-09-14,54.0,0.93,12.82
2023-09-15,52.0,0.94,13.79
2023-09-18,49.0,0.95,14.0
2023-09-19,49.0,0.95,14.11
2023-09-20,48.0,0.9,15.14
2023-09-21,37.0,0.93,17.54
2023-09-22,33.0,0.95,17.2
2023-09-25,38.0,0.98,16.9
2023-09-26,24.0,1.03,18.94
2023-09-27,22.0,1.08,18.22
2023-09-28,29.0,1.06,17.34
2023-09-29,28.0,1.05,17.52
2023-10-02,28.0,1.03,17.61
2023-10-03,20.0,1.02,19.78
2023-10-04,20.0,1.05,18.58
2023-10-05,20.0,1.06,18.49
2023-10-06,27.0,1.05,17.45
2023-10-09,29.0,1.03,17.7
2023-10-10,32.0,1.0,17.03
2023-10-11,34.0,0.94,16.09
2023-10-12,35.0,0.92,16.69
2023-10-13,26.0,0.94,19.32
2023-10-16,35.0,0.97,17.21
2023-10-17,39.0,0.98,17.88
2023-10-18,30.0,1.02,19.22
2023-10-19,29.0,1.04,21.4
2023-10-20,22.0,1.06,21.71
2023-10-23,25.0,1.04,20.37
2023-10-24,33.0,1.01,18.97
2023-10-25,25.0,0.97,20.19
2023-10-26,22.0,0.95,20.68
2023-10-27,21.0,0.95,21.27
2023-10-30,29.0,0.96,19.75
2023-10-31,30.0,1.0,18.14
2023-11-01,32.0,1.02,16.87
2023-11-02,37.0,1.0,15.66
2023-11-03,36.0,0.95,14.91
2023-11-06,38.0,0.93,14.89
2023-11-07,39.0,0.92,14.81
2023-11-08,39.0,0.9,14.45
2023-11-09,41.0,0.91,15.29
2023-11-10,41.0,0.95,14.17
